frame,t_detik,occupancy,masuk,keluar,id_kumulatif
197,8.57,6,3,1,33
198,8.61,6,3,1,33
199,8.65,5,3,1,33
200,8.7,6,3,1,33
201,8.74,4,3,1,33
202,8.78,6,3,1,33
203,8.83,6,3,1,33
204,8.87,6,3,1,33
205,8.91,6,3,1,33
206,8.96,6,3,1,33
207,9.0,6,3,1,33
208,9.04,6,3,1,33
209,9.09,6,3,1,33
210,9.13,7,3,1,34
211,9.17,7,3,1,34
212,9.22,8,3,1,35
213,9.26,7,3,1,35
214,9.3,9,3,1,36
215,9.35,7,3,1,36
216,9.39,9,3,1,36
217,9.43,8,3,1,36
218,9.48,6,3,1,36
219,9.52,6,3,1,36
220,9.57,7,3,1,37
221,9.61,6,3,1,37
222,9.65,7,3,1,38
223,9.7,6,3,1,38
224,9.74,6,3,1,38
225,9.78,5,3,1,38
226,9.83,4,3,1,38
227,9.87,4,3,1,38
228,9.91,4,4,1,38
229,9.96,5,4,1,38
230,10.0,5,4,1,38
231,10.04,5,4,1,38
232,10.09,5,4,1,38
233,10.13,5,4,1,38
234,10.17,4,4,1,38
235,10.22,4,4,1,38
236,10.26,4,4,1,38
237,10.3,3,4,1,38
238,10.35,3,4,2,38
239,10.39,3,4,2,38
240,10.43,3,4,2,38
241,10.48,3,4,2,38
242,10.52,3,4,2,38
243,10.57,4,4,3,38
244,10.61,5,4,3,38
245,10.65,6,4,3,39
246,10.7,6,4,3,39
247,10.74,6,4,3,39
248,10.78,6,4,3,39
249,10.83,5,4,3,39
250,10.87,6,4,3,39
251,10.91,6,4,3,39
252,10.96,5,4,3,39
253,11.0,5,4,4,39
254,11.04,7,4,4,39
255,11.09,7,4,4,39
256,11.13,6,4,4,39
257,11.17,6,4,4,40
258,11.22,7,4,4,40
259,11.26,7,4,4,40
260,11.3,8,4,5,40
261,11.35,8,4,5,40
262,11.39,8,4,5,40
263,11.43,8,4,5,40
264,11.48,8,5,5,40
265,11.52,8,5,5,40
266,11.57,8,5,5,40
267,11.61,8,5,5,40
268,11.65,8,5,5,40
269,11.7,8,5,5,40
270,11.74,8,5,5,40
271,11.78,8,5,5,40
272,11.83,7,5,5,40
273,11.87,8,5,5,40
274,11.91,8,5,5,40
275,11.96,8,5,5,40
276,12.0,7,5,5,40
277,12.04,8,5,5,40
278,12.09,8,5,5,40
279,12.13,8,5,5,40
280,12.17,8,5,5,40
281,12.22,8,5,5,40
282,12.26,8,5,5,40
283,12.3,8,5,5,40
284,12.35,7,5,5,40
285,12.39,8,5,5,40
286,12.43,7,5,5,40
287,12.48,7,5,5,40
288,12.52,7,5,5,40
289,12.57,6,5,5,40
290,12.61,7,5,5,40
291,12.65,6,5,5,40
292,12.7,6,5,5,40
293,12.74,6,5,5,40
294,12.78,5,5,5,40
295,12.83,5,5,5,40
296,12.87,5,5,5,40
297,12.91,5,5,5,40
298,12.96,5,5,5,40
299,13.0,5,5,5,40
300,13.04,5,5,5,40
301,13.09,5,5,5,40
302,13.13,5,5,5,40
303,13.17,4,5,5,40
304,13.22,4,5,5,40
305,13.26,4,5,5,40
306,13.3,4,5,5,40
307,13.35,5,5,5,40
308,13.39,5,5,5,40
309,13.43,6,5,5,41
310,13.48,3,5,5,41
311,13.52,4,5,5,41
312,13.57,5,5,5,42
313,13.61,5,5,5,42
314,13.65,3,5,5,42
315,13.7,4,5,5,42
316,13.74,4,5,5,42
317,13.78,3,5,5,42
318,13.83,4,5,5,43
319,13.87,4,5,5,43
320,13.91,4,5,5,43
321,13.96,4,5,5,43
322,14.0,4,5,5,44
323,14.04,6,5,5,44
324,14.09,6,5,5,45
325,14.13,4,5,5,45
326,14.17,4,5,5,45
327,14.22,4,5,5,45
328,14.26,4,5,5,45
329,14.3,3,5,5,45
330,14.35,4,5,5,45
331,14.39,4,5,5,45
332,14.43,5,5,5,45
333,14.48,4,5,5,45
334,14.52,3,5,5,45
335,14.57,3,5,5,45
336,14.61,3,5,5,45
337,14.65,3,5,5,45
338,14.7,4,5,5,46
339,14.74,1,5,5,46
340,14.78,1,5,5,46
341,14.83,1,5,5,46
342,14.87,2,5,5,46
343,14.91,2,5,5,46
344,14.96,3,6,5,46
345,15.0,3,6,5,46
346,15.04,4,6,5,46
347,15.09,3,6,5,46
348,15.13,3,6,5,46
349,15.17,3,6,5,46
350,15.22,3,6,5,46
351,15.26,3,6,5,46
352,15.3,2,6,5,46
353,15.35,2,6,5,46
354,15.39,2,6,5,46
355,15.43,2,6,5,46
356,15.48,2,6,5,46
357,15.52,2,6,5,46
358,15.57,2,6,5,46
359,15.61,2,6,5,46
360,15.65,2,6,5,46
361,15.7,2,6,5,46
362,15.74,2,6,5,46
363,15.78,2,6,5,46
364,15.83,2,6,5,46
365,15.87,2,6,5,46
366,15.91,2,6,5,46
367,15.96,2,6,5,46
368,16.0,2,6,5,46
369,16.04,2,6,5,46
370,16.09,4,6,5,46
371,16.13,2,6,5,46
372,16.17,2,6,5,46
373,16.22,3,6,5,47
374,16.26,4,6,5,48
375,16.3,2,6,5,48
376,16.35,2,6,5,48
377,16.39,2,6,5,48
378,16.43,2,6,5,48
379,16.48,2,6,5,48
380,16.52,2,6,5,48
381,16.57,2,6,5,48
382,16.61,2,6,5,48
383,16.65,2,6,5,48
384,16.7,2,6,5,48
385,16.74,1,6,5,48
386,16.78,1,6,5,48
387,16.83,1,6,5,48
388,16.87,1,7,5,48
389,16.91,1,7,5,48
390,16.96,1,7,5,48
391,17.0,1,7,5,48
392,17.04,1,7,5,48
393,17.09,1,7,5,48
394,17.13,1,7,5,48
395,17.17,1,7,5,48
396,17.22,2,7,5,49
397,17.26,2,7,5,49
398,17.3,2,7,5,49
399,17.35,2,7,5,49
400,17.39,2,7,5,49
401,17.43,1,7,5,49
402,17.48,1,7,5,49
403,17.52,1,7,5,49
404,17.57,1,7,5,49
405,17.61,3,7,5,49
406,17.65,3,7,5,49
407,17.7,3,7,5,49
408,17.74,3,7,5,49
409,17.78,3,7,5,49
410,17.83,2,7,5,49
411,17.87,2,7,5,49
412,17.91,3,7,5,49
413,17.96,1,7,5,49
414,18.0,2,7,5,49
415,18.04,1,7,5,49
416,18.09,1,7,5,49
417,18.13,1,7,5,49
418,18.17,2,7,6,49
419,18.22,1,7,6,50
420,18.26,1,7,6,50
421,18.3,1,7,6,50
422,18.35,1,7,6,50
423,18.39,1,7,6,50
424,18.43,2,7,6,51
425,18.48,2,7,6,52
426,18.52,2,7,6,52
427,18.57,2,7,6,52
428,18.61,3,7,6,52
429,18.65,3,7,6,52
430,18.7,3,7,6,52
431,18.74,3,7,6,52
432,18.78,3,7,6,52
433,18.83,5,7,6,54
434,18.87,4,7,6,54
435,18.91,5,7,6,55
436,18.96,5,7,6,55
437,19.0,5,7,6,56
438,19.04,6,7,6,57
439,19.09,4,7,6,57
440,19.13,5,7,6,57
441,19.17,4,7,6,57
442,19.22,5,7,6,57
443,19.26,4,7,6,57
444,19.3,4,7,6,57
445,19.35,4,7,6,57
446,19.39,4,7,6,57
447,19.43,4,7,6,57
448,19.48,4,7,6,57
449,19.52,5,7,6,58
450,19.57,5,7,6,58
451,19.61,5,7,6,58
452,19.65,5,7,6,58
453,19.7,4,7,6,58
454,19.74,4,7,6,58
455,19.78,4,7,6,58
456,19.83,5,7,6,59
457,19.87,4,7,6,59
458,19.91,5,7,6,60
459,19.96,5,7,6,60
460,20.0,4,7,6,60
461,20.04,4,7,6,60
462,20.09,5,7,6,61
463,20.13,5,7,6,61
464,20.17,5,7,6,61
465,20.22,5,7,6,61
466,20.26,5,7,6,61
467,20.3,6,7,6,62
468,20.35,7,7,6,62
469,20.39,6,7,6,62
470,20.43,5,7,6,62
471,20.48,4,7,6,62
472,20.52,5,7,6,62
473,20.57,5,7,6,62
474,20.61,6,7,6,63
475,20.65,5,7,6,63
476,20.7,6,7,6,64
477,20.74,6,7,6,64
478,20.78,6,7,6,64
479,20.83,7,7,6,65
480,20.87,5,7,6,65
481,20.91,5,7,6,65
482,20.96,6,7,6,66
483,21.0,6,7,6,66
484,21.04,6,7,6,66
485,21.09,6,7,6,66
486,21.13,6,7,6,66
487,21.17,6,7,6,66
488,21.22,7,7,6,67
489,21.26,7,7,6,67
490,21.3,8,7,6,67
491,21.35,7,7,6,67
492,21.39,7,7,6,67
493,21.43,7,7,6,67
494,21.48,7,7,6,67
495,21.52,6,7,6,67
496,21.57,6,7,6,67
497,21.61,7,7,6,68
498,21.65,7,7,6,68
499,21.7,8,7,6,68
500,21.74,6,7,6,68
501,21.78,6,7,6,68
502,21.83,7,7,6,68
503,21.87,8,7,6,69
504,21.91,5,7,6,69
505,21.96,6,7,6,69
506,22.0,6,7,6,69
507,22.04,7,7,6,70
508,22.09,7,7,6,70
509,22.13,8,7,6,70
510,22.17,8,7,6,70
511,22.22,7,7,6,70
512,22.26,7,7,6,70
513,22.3,7,7,6,70
514,22.35,7,7,6,70
515,22.39,7,7,6,70
516,22.43,7,7,6,70
517,22.48,6,7,6,70
518,22.52,6,7,7,70
519,22.57,5,7,7,70
520,22.61,6,7,7,70
521,22.65,6,7,7,70
522,22.7,6,7,7,70
523,22.74,5,7,7,70
524,22.78,4,7,7,70
525,22.83,4,7,7,70
526,22.87,5,7,8,70
527,22.91,5,7,8,70
528,22.96,5,7,8,70
529,23.0,4,7,8,70
530,23.04,5,7,8,70
531,23.09,6,7,8,71
532,23.13,4,7,8,71
533,23.17,5,7,8,71
534,23.22,4,7,8,71
535,23.26,4,7,8,71
536,23.3,4,7,8,71
537,23.35,4,7,8,71
538,23.39,4,7,8,71
539,23.43,3,7,8,72
540,23.48,5,7,8,72
541,23.52,7,7,8,74
542,23.57,6,7,8,74
543,23.61,5,7,8,74
544,23.65,8,7,8,75
545,23.7,6,7,8,75
546,23.74,7,7,8,75
547,23.78,8,7,8,75
548,23.83,8,7,8,76
549,23.87,8,7,8,76
550,23.91,8,7,8,76
551,23.96,8,7,8,76
552,24.0,9,7,8,76
553,24.04,10,7,8,77
554,24.09,10,7,8,77
555,24.13,8,7,8,77
556,24.17,8,7,8,77
557,24.22,8,7,8,77
558,24.26,8,7,8,77
559,24.3,8,7,8,77
560,24.35,9,7,8,78
561,24.39,9,7,8,78
562,24.43,9,7,8,78
563,24.48,8,7,8,78
564,24.52,8,7,8,78
565,24.57,9,7,8,78
566,24.61,7,7,8,79
567,24.65,6,7,8,79
568,24.7,9,7,8,79
569,24.74,9,7,8,80
570,24.78,8,7,8,80
571,24.83,9,7,8,80
572,24.87,10,8,8,81
573,24.91,8,8,8,81
574,24.96,8,8,8,81
575,25.0,8,8,8,81
576,25.04,8,8,8,81
577,25.09,8,8,8,81
578,25.13,7,8,8,81
579,25.17,7,8,8,81
580,25.22,9,8,8,81
581,25.26,8,8,8,81
582,25.3,9,8,8,81
583,25.35,6,8,8,81
584,25.39,6,8,8,81
585,25.43,8,8,8,81
586,25.48,8,8,8,82
587,25.52,7,8,8,83
588,25.57,6,8,8,83
589,25.61,5,8,8,83
590,25.65,7,8,8,83
591,25.7,7,8,8,83
592,25.74,4,8,8,83
593,25.78,4,8,8,83
594,25.83,5,8,8,83
595,25.87,6,8,8,83
596,25.91,6,8,8,83
597,25.96,6,8,8,83
598,26.0,7,8,8,83
599,26.04,8,8,8,83
600,26.09,9,8,8,84
601,26.13,9,8,8,84
602,26.17,8,8,8,84
603,26.22,8,8,8,84
604,26.26,9,8,8,85
605,26.3,9,8,8,85
606,26.35,9,8,8,85
607,26.39,7,8,8,85
608,26.43,7,8,8,85
609,26.48,6,8,9,85
610,26.52,6,8,9,85
611,26.57,6,8,9,85
612,26.61,8,8,9,86
613,26.65,8,8,9,86
614,26.7,8,8,9,86
615,26.74,8,8,9,86
616,26.78,8,8,9,86
617,26.83,8,8,9,87
618,26.87,8,8,9,87
619,26.91,8,8,9,87
620,26.96,11,8,9,88
621,27.0,9,8,9,88
622,27.04,9,8,9,88
623,27.09,7,8,9,88
624,27.13,5,8,9,88
625,27.17,6,8,9,88
626,27.22,6,8,9,88
627,27.26,9,8,10,88
628,27.3,9,8,10,88
629,27.35,7,8,10,88
630,27.39,8,8,10,88
631,27.43,11,8,10,88
632,27.48,10,8,10,88
633,27.52,9,8,10,88
634,27.57,10,8,10,88
635,27.61,9,8,10,88
636,27.65,11,8,10,89
637,27.7,9,8,10,89
638,27.74,8,8,10,89
639,27.78,9,8,10,89
640,27.83,9,8,10,89
641,27.87,9,8,10,89
642,27.91,9,8,10,89
643,27.96,8,8,10,89
644,28.0,7,8,10,89
645,28.04,7,8,10,90
646,28.09,9,8,10,91
647,28.13,10,8,10,91
648,28.17,10,8,10,91
649,28.22,8,8,10,91
650,28.26,11,8,10,91
651,28.3,13,8,10,93
652,28.35,11,8,10,93
653,28.39,9,8,10,93
654,28.43,8,8,10,93
655,28.48,8,8,10,93
656,28.52,9,8,10,93
657,28.57,8,8,10,93
658,28.61,8,8,10,94
659,28.65,9,8,10,94
660,28.7,11,8,10,96
661,28.74,11,8,10,96
662,28.78,9,8,10,96
663,28.83,9,8,10,97
664,28.87,7,8,10,97
665,28.91,5,8,10,97
666,28.96,6,8,10,97
667,29.0,6,8,10,97
668,29.04,6,8,10,97
669,29.09,7,8,10,97
670,29.13,7,8,10,97
671,29.17,7,8,10,97
672,29.22,7,8,10,97
673,29.26,7,8,10,97
674,29.3,8,8,10,98
675,29.35,8,8,10,98
676,29.39,9,8,10,99
677,29.43,7,8,10,99
678,29.48,7,8,10,99
679,29.52,8,8,10,99
680,29.57,8,8,10,99
681,29.61,8,8,11,99
682,29.65,7,8,11,99
683,29.7,6,8,11,99
684,29.74,7,8,11,99
685,29.78,7,8,11,99
686,29.83,7,8,11,99
687,29.87,7,8,11,99
688,29.91,6,8,11,99
689,29.96,6,8,11,99
690,30.0,6,8,11,99
691,30.04,7,8,11,99
692,30.09,7,8,11,99
693,30.13,8,8,11,99
694,30.17,6,8,11,99
695,30.22,6,8,11,99
696,30.26,6,8,11,99
697,30.3,6,8,11,99
698,30.35,6,8,11,99
699,30.39,7,8,11,100
700,30.43,6,8,11,100
701,30.48,6,8,11,100
702,30.52,5,8,11,100
703,30.57,5,8,11,100
704,30.61,5,8,11,100
705,30.65,5,8,11,100
706,30.7,6,8,12,100
707,30.74,5,8,12,100
708,30.78,4,8,12,100
709,30.83,5,8,12,100
710,30.87,5,8,12,100
711,30.91,5,8,12,100
712,30.96,5,8,12,100
713,31.0,6,8,12,100
714,31.04,6,8,12,101
715,31.09,5,8,12,101
716,31.13,5,8,12,101
717,31.17,5,8,12,101
718,31.22,5,8,12,101
719,31.26,5,8,12,101
720,31.3,5,8,12,101
721,31.35,6,8,12,101
722,31.39,5,8,12,101
723,31.43,6,8,12,101
724,31.48,5,8,12,101
725,31.52,5,8,12,101
726,31.57,5,8,12,101
727,31.61,4,8,12,101
728,31.65,5,8,12,102
729,31.7,4,8,12,102
730,31.74,4,8,12,102
731,31.78,4,8,12,102
732,31.83,4,8,12,102
733,31.87,4,8,12,102
734,31.91,4,8,12,102
735,31.96,4,8,12,102
736,32.0,4,8,12,102
737,32.04,4,8,12,102
738,32.09,5,8,12,103
739,32.13,5,8,12,103
740,32.17,4,8,12,103
741,32.22,4,8,12,103
742,32.26,4,8,12,103
743,32.3,4,8,12,103
744,32.35,4,8,12,103
745,32.39,4,8,12,103
746,32.43,4,8,12,103
747,32.48,4,8,12,103
748,32.52,4,8,12,103
749,32.57,5,8,12,104
750,32.61,5,8,12,104
751,32.65,5,8,12,104
752,32.7,6,8,12,105
753,32.74,6,8,12,105
754,32.78,6,8,12,105
755,32.83,6,8,12,106
756,32.87,5,8,12,106
757,32.91,6,8,12,106
758,32.96,5,8,12,106
759,33.0,6,8,12,106
760,33.04,6,8,12,106
761,33.09,5,8,12,107
762,33.13,5,8,12,107
763,33.17,5,8,12,107
764,33.22,5,8,12,107
765,33.26,6,8,12,107
766,33.3,5,8,12,107
767,33.35,5,8,12,107
768,33.39,5,8,12,107
769,33.43,5,8,12,107
770,33.48,5,8,12,107
771,33.52,4,8,12,107
772,33.57,6,8,12,107
773,33.61,6,8,12,107
774,33.65,5,8,12,107
775,33.7,6,8,12,107
776,33.74,6,8,12,107
777,33.78,6,8,12,108
778,33.83,7,8,12,108
779,33.87,7,8,12,108
780,33.91,6,8,12,108
781,33.96,6,8,12,108
782,34.0,6,8,12,108
783,34.04,5,8,12,108
784,34.09,5,8,12,108
785,34.13,5,8,12,108
786,34.17,4,8,12,108
787,34.22,4,8,12,108
788,34.26,5,8,12,108
789,34.3,5,8,12,108
790,34.35,4,8,12,108
791,34.39,6,8,12,108
792,34.43,6,8,12,109
793,34.48,7,8,12,109
794,34.52,6,8,12,109
795,34.57,4,8,12,109
796,34.61,5,8,12,109
797,34.65,6,8,12,109
798,34.7,6,8,12,109
799,34.74,6,8,12,109
800,34.78,6,8,12,109
801,34.83,6,8,12,109
802,34.87,6,8,12,109
803,34.91,5,8,12,109
804,34.96,6,8,12,109
805,35.0,7,8,12,110
806,35.04,5,8,12,110
807,35.09,5,8,12,110
808,35.13,5,8,12,110
809,35.17,5,8,12,110
810,35.22,4,8,12,110
811,35.26,5,8,12,110
812,35.3,4,8,12,110
813,35.35,4,8,12,110
814,35.39,4,8,12,110
815,35.43,4,8,12,110
816,35.48,4,8,12,110
817,35.52,4,8,12,110
818,35.57,5,8,12,111
819,35.61,5,8,12,111
820,35.65,5,8,12,111
821,35.7,4,8,12,112
822,35.74,5,8,12,112
823,35.78,7,8,12,112
824,35.83,5,8,12,112
825,35.87,4,8,12,112
826,35.91,4,8,13,112
827,35.96,4,8,13,112
828,36.0,4,8,13,112
829,36.04,4,8,13,112
830,36.09,4,8,13,112
831,36.13,4,8,13,113
832,36.17,3,8,13,113
833,36.22,5,8,13,113
834,36.26,4,8,13,113
835,36.3,3,8,13,113
836,36.35,3,8,13,113
837,36.39,3,8,13,113
838,36.43,3,8,13,113
839,36.48,3,8,13,113
840,36.52,3,8,13,113
841,36.57,3,8,13,113
842,36.61,3,8,13,113
843,36.65,3,8,13,113
844,36.7,4,8,13,113
845,36.74,2,8,13,113
846,36.78,2,8,13,113
847,36.83,2,8,14,113
848,36.87,2,8,14,113
849,36.91,2,8,14,113
850,36.96,2,8,14,113
851,37.0,2,8,14,113
852,37.04,2,8,14,113
853,37.09,2,8,14,113
854,37.13,2,8,14,113
855,37.17,2,8,14,113
856,37.22,2,8,14,113
857,37.26,2,8,14,113
858,37.3,2,8,14,113
859,37.35,2,8,14,113
860,37.39,2,8,14,113
861,37.43,2,8,14,113
862,37.48,2,8,14,113
863,37.52,2,8,14,113
864,37.57,2,8,14,113
865,37.61,2,8,14,113
866,37.65,2,8,14,113
867,37.7,2,8,14,113
868,37.74,2,8,14,113
869,37.78,2,8,14,113
870,37.83,3,8,14,114
871,37.87,3,8,14,114
872,37.91,3,8,14,114
873,37.96,3,8,14,114
874,38.0,3,8,14,114
875,38.04,3,8,14,114
876,38.09,3,8,14,114
877,38.13,3,8,14,114
878,38.17,3,8,14,114
879,38.22,3,8,14,114
880,38.26,3,8,14,114
881,38.3,3,8,14,114
882,38.35,3,8,14,114
883,38.39,3,8,14,114
884,38.43,3,8,14,114
885,38.48,3,8,14,114
886,38.52,3,8,14,114
887,38.57,3,8,14,114
888,38.61,2,8,14,114
889,38.65,3,8,14,114
890,38.7,3,8,14,114
891,38.74,3,8,14,114
892,38.78,3,8,14,114
893,38.83,3,8,14,114
894,38.87,3,8,14,114
895,38.91,3,8,14,114
896,38.96,3,8,14,114
897,39.0,3,8,14,114
898,39.04,3,8,14,114
899,39.09,3,8,14,114
900,39.13,3,8,14,114
901,39.17,3,8,14,114
902,39.22,2,8,14,114
903,39.26,3,8,14,114
904,39.3,3,8,14,114
905,39.35,3,8,14,114
906,39.39,3,8,14,114
907,39.43,3,8,14,114
908,39.48,3,8,14,114
909,39.52,3,8,14,114
910,39.57,3,8,14,114
911,39.61,3,8,14,114
912,39.65,3,8,14,114
913,39.7,4,8,14,115
914,39.74,4,8,14,115
915,39.78,4,8,14,115
916,39.83,4,8,14,115
917,39.87,4,8,14,115
918,39.91,3,8,14,115
919,39.96,4,8,14,115
920,40.0,4,8,14,115
921,40.04,4,8,14,115
922,40.09,4,8,14,115
923,40.13,4,8,14,115
924,40.17,4,8,14,115
925,40.22,5,8,14,116
926,40.26,5,8,14,116
927,40.3,5,8,14,116
928,40.35,5,8,14,116
929,40.39,4,8,14,116
930,40.43,4,8,14,116
931,40.48,4,8,14,116
932,40.52,4,8,14,116
933,40.57,4,8,14,116
934,40.61,3,8,14,116
935,40.65,3,8,14,116
936,40.7,3,8,14,116
937,40.74,3,8,14,116
938,40.78,4,8,14,117
939,40.83,4,8,14,117
940,40.87,3,8,14,117
941,40.91,3,8,14,117
942,40.96,3,8,14,117
943,41.0,3,8,14,117
944,41.04,3,8,14,117
945,41.09,3,8,14,117
946,41.13,3,8,14,117
947,41.17,3,8,14,117
948,41.22,3,8,14,117
949,41.26,3,8,14,117
950,41.3,3,8,14,117
951,41.35,1,8,14,117
952,41.39,2,8,15,117
953,41.43,1,8,15,117
954,41.48,2,8,15,117
955,41.52,1,8,15,117
956,41.57,1,8,15,117
957,41.61,1,8,15,117
958,41.65,1,8,15,117
959,41.7,1,8,15,117
960,41.74,1,8,15,117
961,41.78,1,8,15,117
962,41.83,1,8,15,117
963,41.87,1,8,15,117
964,41.91,1,8,15,117
965,41.96,1,8,15,117
966,42.0,1,8,15,117
967,42.04,1,8,15,117
968,42.09,1,8,15,117
969,42.13,1,8,15,117
970,42.17,1,8,15,117
971,42.22,1,8,15,117
972,42.26,1,8,15,117
973,42.3,1,8,15,117
974,42.35,0,8,15,117
975,42.39,0,8,15,117
976,42.43,0,8,15,117
977,42.48,0,8,15,117
978,42.52,0,8,15,117
979,42.57,0,8,15,117
980,42.61,0,8,15,117
981,42.65,0,8,15,117
982,42.7,0,8,15,117
983,42.74,0,8,15,117
984,42.78,0,8,15,117
985,42.83,0,8,15,117
986,42.87,0,8,15,117
987,42.91,0,8,15,117
988,42.96,0,8,15,117
989,43.0,0,8,15,117
990,43.04,0,8,15,117
991,43.09,0,8,15,117
992,43.13,0,8,15,117
993,43.17,0,8,15,117
994,43.22,0,8,15,117
